sku,name,description,price
SKU-6F92EA6E,Product 524,Description for product 524,848.97
SKU-77C73CC8,Product 525,Description for product 525,926.75
SKU-0F8427E1,Product 526,Description for product 526,485.67
SKU-EBA82016,Product 527,Description for product 527,325.48
SKU-C83DC1E9,Product 528,Description for product 528,506.13
SKU-10EBA872,Product 529,Description for product 529,429.74
SKU-E353B271,Product 530,Description for product 530,448.59
SKU-22E71F8D,Product 531,Description for product 531,850.28
SKU-FA799074,Product 532,Description for product 532,916.83
SKU-D59C29A7,Product 533,Description for product 533,257.57
SKU-D1D46BB8,Product 534,Description for product 534,17.19
SKU-FB075A50,Product 535,Description for product 535,267.26
SKU-D33E405E,Product 536,Description for product 536,599.8
SKU-BB955B8E,Product 537,Description for product 537,389.19
SKU-9D63BE94,Product 538,Description for product 538,536.05
SKU-FE1C44DC,Product 539,Description for product 539,652.79
SKU-71106349,Product 540,Description for product 540,110.4
SKU-3A1C229F,Product 541,Description for product 541,619.69
SKU-7198C465,Product 542,Description for product 542,811.22
SKU-192504E3,Product 543,Description for product 543,398.82
SKU-8225D7A2,Product 544,Description for product 544,241.93
SKU-DF271698,Product 545,Description for product 545,413.96
SKU-E99263F5,Product 546,Description for product 546,383.09
SKU-241DA633,Product 547,Description for product 547,611.76
SKU-91D0E833,Product 548,Description for product 548,390.64
SKU-2900F2A3,Product 549,Description for product 549,344.86
SKU-1537CF45,Product 550,Description for product 550,963.54
SKU-C586FA00,Product 551,Description for product 551,652.07
SKU-6DCF7A9C,Product 552,Description for product 552,632.22
SKU-F8F43CF1,Product 553,Description for product 553,195.44
SKU-0DA78689,Product 554,Description for product 554,552.49
SKU-69E8D8EE,Product 555,Description for product 555,538.08
SKU-9445858B,Product 556,Description for product 556,910.93
SKU-A83A84A8,Product 557,Description for product 557,463.66
SKU-2E529406,Product 558,Description for product 558,205.36
SKU-286CEDC8,Product 559,Description for product 559,938.71
SKU-01CF8569,Product 560,Description for product 560,63.35
SKU-999C94B8,Product 561,Description for product 561,732.37
SKU-A1A384FB,Product 562,Description for product 562,295.79
SKU-B407B13A,Product 563,Description for product 563,238.31
SKU-9D213DC3,Product 564,Description for product 564,368.2
SKU-B36911C8,Product 565,Description for product 565,598.94
SKU-AB1ED48A,Product 566,Description for product 566,902.88
SKU-6D9C0C79,Product 567,Description for product 567,570.4
SKU-A6DEEB65,Product 568,Description for product 568,684.64
SKU-E5C398E4,Product 569,Description for product 569,280.96
SKU-E6613D5B,Product 570,Description for product 570,634.35
SKU-06BD25EA,Product 571,Description for product 571,365.26
SKU-0FB3363D,Product 572,Description for product 572,708.09
SKU-5B7E9809,Product 573,Description for product 573,82.99
SKU-CB4F42B6,Product 574,Description for product 574,761.47
SKU-A5330440,Product 575,Description for product 575,730.3
SKU-B39A4FFB,Product 576,Description for product 576,793.1
SKU-D4347655,Product 577,Description for product 577,979.08
SKU-A0A53A27,Product 578,Description for product 578,416.02
SKU-340FA780,Product 579,Description for product 579,726.51
SKU-C8DBE998,Product 580,Description for product 580,41.15
SKU-833D719C,Product 581,Description for product 581,417.64
SKU-D40EFACF,Product 582,Description for product 582,770.39
SKU-7600A33E,Product 583,Description for product 583,519.7
SKU-227B63F0,Product 584,Description for product 584,30.1
SKU-20FEF0DD,Product 585,Description for product 585,253.06
SKU-E44B70DC,Product 586,Description for product 586,924.71
SKU-89000032,Product 587,Description for product 587,199.81
SKU-15880B2C,Product 588,Description for product 588,896.73
SKU-56B7D73A,Product 589,Description for product 589,117.13
SKU-050A6551,Product 590,Description for product 590,377.43
SKU-74089B8C,Product 591,Description for product 591,326.13
SKU-F05067E2,Product 592,Description for product 592,81.0
SKU-0BA3713F,Product 593,Description for product 593,373.45
SKU-E825F6AF,Product 594,Description for product 594,560.29
SKU-244FA5BD,Product 595,Description for product 595,945.01
SKU-A078B572,Product 596,Description for product 596,752.79
SKU-2565B4D8,Product 597,Description for product 597,596.04
SKU-4304CF42,Product 598,Description for product 598,101.14
SKU-16E2A45C,Product 599,Description for product 599,499.32
SKU-F8952BB7,Product 600,Description for product 600,627.4
SKU-F82FDBF4,Product 601,Description for product 601,72.02
SKU-D2739F84,Product 602,Description for product 602,317.04
SKU-55615607,Product 603,Description for product 603,794.23
SKU-0FEC8D38,Product 604,Description for product 604,884.77
SKU-BC9003F7,Product 605,Description for product 605,400.62
SKU-83FDE765,Product 606,Description for product 606,793.53
SKU-93188BAD,Product 607,Description for product 607,565.93
SKU-7B7655AD,Product 608,Description for product 608,193.58
SKU-D54F26D2,Product 609,Description for product 609,253.07
SKU-0C7D6168,Product 610,Description for product 610,528.01
SKU-3396E787,Product 611,Description for product 611,262.9
SKU-29CFC984,Product 612,Description for product 612,231.56
SKU-E98CDF27,Product 613,Description for product 613,473.01
SKU-F5E701E4,Product 614,Description for product 614,173.2
SKU-D48B1F78,Product 615,Description for product 615,674.63
SKU-91A7F687,Product 616,Description for product 616,914.06
SKU-4F83FE61,Product 617,Description for product 617,698.4
SKU-A28EA226,Product 618,Description for product 618,786.69
SKU-5E0EBEE8,Product 619,Description for product 619,185.63
SKU-44B3C939,Product 620,Description for product 620,656.76
SKU-A425B471,Product 621,Description for product 621,750.12
SKU-6D8055B0,Product 622,Description for product 622,316.3
SKU-477959A9,Product 623,Description for product 623,712.66
SKU-48C76847,Product 624,Description for product 624,274.36
SKU-278A1376,Product 625,Description for product 625,121.24
SKU-A6A4695D,Product 626,Description for product 626,861.61
SKU-7DA39948,Product 627,Description for product 627,321.45
SKU-90FBE59C,Product 628,Description for product 628,923.8
SKU-79B01642,Product 629,Description for product 629,70.65
SKU-1B92DA27,Product 630,Description for product 630,194.18
SKU-F6C77659,Product 631,Description for product 631,817.08
SKU-2DD498DC,Product 632,Description for product 632,978.94
SKU-7F47032E,Product 633,Description for product 633,434.84
SKU-8D24FF6D,Product 634,Description for product 634,621.92
SKU-2BD2A569,Product 635,Description for product 635,421.15
SKU-78966CD4,Product 636,Description for product 636,184.35
SKU-B29DBE40,Product 637,Description for product 637,15.13
SKU-89700EA0,Product 638,Description for product 638,798.93
SKU-E512CAB4,Product 639,Description for product 639,201.91
SKU-CDD32002,Product 640,Description for product 640,906.72
SKU-DEF9025B,Product 641,Description for product 641,960.71
SKU-FC7BC604,Product 642,Description for product 642,91.77
SKU-18316AC9,Product 643,Description for product 643,507.27
SKU-BA1F8418,Product 644,Description for product 644,453.55
SKU-5DB99B91,Product 645,Description for product 645,414.27
SKU-C53E46AB,Product 646,Description for product 646,525.37
SKU-DA42F1D2,Product 647,Description for product 647,503.25
SKU-800FB64B,Product 648,Description for product 648,671.94
SKU-F7777155,Product 649,Description for product 649,929.22
SKU-CE741430,Product 650,Description for product 650,162.12
SKU-573107CA,Product 651,Description for product 651,76.79
SKU-A6644122,Product 652,Description for product 652,138.47
SKU-C1E45071,Product 653,Description for product 653,58.55
SKU-E99B0FD4,Product 654,Description for product 654,118.0
SKU-64ACFE96,Product 655,Description for product 655,850.16
SKU-5069F709,Product 656,Description for product 656,642.67
SKU-A208377C,Product 657,Description for product 657,57.16
SKU-12EA078C,Product 658,Description for product 658,396.7
SKU-B01A7877,Product 659,Description for product 659,629.42
SKU-11471790,Product 660,Description for product 660,679.67
SKU-13544EF2,Product 661,Description for product 661,110.76
SKU-83F2929D,Product 662,Description for product 662,475.98
SKU-98F2384F,Product 663,Description for product 663,175.46
SKU-40A9362C,Product 664,Description for product 664,438.94
SKU-E18C9A1C,Product 665,Description for product 665,837.7
SKU-EB2CDEC5,Product 666,Description for product 666,925.01
SKU-56E25535,Product 667,Description for product 667,305.89
SKU-11E7082F,Product 668,Description for product 668,529.92
SKU-88D1B462,Product 669,Description for product 669,681.8
SKU-0CEB6260,Product 670,Description for product 670,871.73
SKU-470A88AC,Product 671,Description for product 671,534.76
SKU-580B8476,Product 672,Description for product 672,240.47
SKU-06933ABD,Product 673,Description for product 673,785.45
SKU-10D69F7E,Product 674,Description for product 674,322.19
SKU-83655870,Product 675,Description for product 675,997.05
SKU-AA1DD1F9,Product 676,Description for product 676,589.79
SKU-1C8E6491,Product 677,Description for product 677,721.78
SKU-8D5D02F7,Product 678,Description for product 678,844.85
SKU-AF06F5AD,Product 679,Description for product 679,263.46
SKU-E3A78E9C,Product 680,Description for product 680,294.1
SKU-69A89255,Product 681,Description for product 681,698.27
SKU-6C241DF3,Product 682,Description for product 682,410.47
SKU-A0E5CE4E,Product 683,Description for product 683,537.49
SKU-A647566A,Product 684,Description for product 684,683.4
SKU-6E25BEA0,Product 685,Description for product 685,988.7
SKU-9992091A,Product 686,Description for product 686,871.5
SKU-3B97467F,Product 687,Description for product 687,331.36
SKU-907C127A,Product 688,Description for product 688,853.07
SKU-225878D9,Product 689,Description for product 689,768.38
SKU-1245A7BF,Product 690,Description for product 690,920.03
SKU-77C98E34,Product 691,Description for product 691,20.23
SKU-E4B8AFCB,Product 692,Description for product 692,69.4
SKU-D2FC5C5E,Product 693,Description for product 693,509.02
SKU-B649F970,Product 694,Description for product 694,13.3
SKU-9BAC54BC,Product 695,Description for product 695,991.13
SKU-CE2AF00C,Product 696,Description for product 696,14.03
SKU-BAD762FE,Product 697,Description for product 697,309.31
SKU-B837ADC9,Product 698,Description for product 698,508.64
SKU-1ED0CADE,Product 699,Description for product 699,329.83
SKU-777A1ADF,Product 700,Description for product 700,448.3
SKU-9387C60D,Product 701,Description for product 701,365.54
SKU-EAF282D6,Product 702,Description for product 702,869.16
SKU-392422A3,Product 703,Description for product 703,672.24
SKU-F920F8ED,Product 704,Description for product 704,628.19
SKU-2E116CB9,Product 705,Description for product 705,926.7
SKU-07930AB9,Product 706,Description for product 706,613.71
SKU-6B157113,Product 707,Description for product 707,296.15
SKU-5CD8FF43,Product 708,Description for product 708,537.91
SKU-0F9F797D,Product 709,Description for product 709,474.53
SKU-53BE185A,Product 710,Description for product 710,256.38
SKU-A2BE43A4,Product 711,Description for product 711,235.76
SKU-ED4ED222,Product 712,Description for product 712,971.64
SKU-6ECB5073,Product 713,Description for product 713,655.27
SKU-E42871AF,Product 714,Description for product 714,392.91
SKU-05498FC8,Product 715,Description for product 715,176.94
SKU-A17594C0,Product 716,Description for product 716,418.67
SKU-5E6C8173,Product 717,Description for product 717,571.11
SKU-1C984DF2,Product 718,Description for product 718,609.18
SKU-85F5D4AE,Product 719,Description for product 719,618.72
SKU-2AC72DA0,Product 720,Description for product 720,815.68
SKU-C0A04E31,Product 721,Description for product 721,894.23
SKU-7F413D1D,Product 722,Description for product 722,860.96
SKU-1F127472,Product 723,Description for product 723,279.42
SKU-27125A2D,Product 724,Description for product 724,860.36
SKU-47B87F98,Product 725,Description for product 725,163.78
SKU-322C33EE,Product 726,Description for product 726,862.63
SKU-84AE9B8D,Product 727,Description for product 727,736.14
SKU-CF3CD423,Product 728,Description for product 728,105.04
SKU-CCFE3882,Product 729,Description for product 729,894.61
SKU-44ED003D,Product 730,Description for product 730,353.5
SKU-B68CD861,Product 731,Description for product 731,709.71
SKU-CFC95D13,Product 732,Description for product 732,361.6
SKU-2B5DC635,Product 733,Description for product 733,370.03
SKU-73697317,Product 734,Description for product 734,443.01
SKU-E10AFEA9,Product 735,Description for product 735,283.83
SKU-92B39202,Product 736,Description for product 736,89.74
SKU-7596A1AF,Product 737,Description for product 737,494.94
SKU-1F037C6A,Product 738,Description for product 738,570.6
SKU-5EA94A7A,Product 739,Description for product 739,283.06
SKU-951434DC,Product 740,Description for product 740,317.95
SKU-8014B061,Product 741,Description for product 741,844.21
SKU-D98557DB,Product 742,Description for product 742,709.51
SKU-22445E6D,Product 743,Description for product 743,199.9
SKU-6DDBD222,Product 744,Description for product 744,982.66
